0	2837750
1	858359
2	572483
3	484048
4	418222
5	387486
6	296552
7	332734
8	267686
9	293215
10	283891
11	291127
12	310967
13	297589
14	316744
15	320663
16	297027
17	312845
18	360858
19	340203
20	339217
21	372309
22	385556
23	337053
24	366242
25	414210
26	460810
27	494485
28	597780
29	576630
30	592108
31	630217
32	684124
33	712292
34	685601
35	680982
36	717834
37	723320
38	722454
39	799687
40	770083
41	772951
42	822615
43	845426
44	851968
45	914513
46	1049364
47	1012594
48	1081087
49	1117024
50	1069567
51	1129120
52	1142267
53	1275842
54	1329396
55	1634967
56	1444035
57	1439946
58	1701336
59	1665633
60	1560948
61	1542104
62	1619123
63	1741809
64	1915413
65	2096385
66	2090627
67	2165063
68	2212722
69	2313331
70	2388927
71	2517455
72	2615845
73	2705288
74	2762660
75	3041020
