0	83302186
1	18480248
2	6369787
3	1832251
4	1085335
5	754462
6	589014
7	445470
8	352012
9	281833
10	233764
11	200187
12	170232
13	145987
14	124052
15	104917
16	89355
17	74697
18	62951
19	52613
20	44629
21	37200
22	30932
23	25271
24	20630
25	16758
26	13771
27	12146
28	10128
29	7874
30	6098
31	4873
32	3990
33	3379
34	3059
35	2602
36	1888
37	1423
38	1163
39	947
40	564
41	370
42	193
43	89
44	76
45	39
46	17
47	8
48	2
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
