-1	2999
-10	1595
-11	1457
-12	1499
-13	1410
-14	1311
-15	1179
-16	1275
-17	1127
-18	1099
-19	1119
-2	2723
-20	1128
-21	1142
-22	1153
-23	1129
-24	1136
-25	1189
-26	1128
-27	1150
-28	1156
-29	1127
-3	2629
-30	1140
-31	1223
-32	1233
-33	1272
-34	1314
-35	1271
-36	1347
-37	1446
-38	1373
-39	1476
-4	2487
-40	1477
-41	1445
-42	1587
-43	1691
-44	1640
-45	1726
-46	1768
-47	1759
-48	1827
-49	1814
-5	2187
-50	1897
-51	1958
-52	1996
-53	2027
-54	2188
-55	2367
-56	2379
-57	2424
-58	2429
-59	2487
-6	2020
-60	2460
-61	2578
-62	2611
-63	2800
-64	2809
-65	2828
-66	3048
-67	3128
-68	3069
-69	3207
-7	1842
-70	3191
-71	3196
-72	3363
-73	3440
-74	3333
-75	3704
-8	1826
-9	1710
0	3143
1	3159
10	4580
11	5098
12	5156
13	5289
14	5549
15	5891
16	6213
17	6888
18	7549
19	8075
2	3460
20	8967
21	9618
22	10597
23	11709
24	12821
25	14021
26	15801
27	18018
28	20119
29	22869
3	3627
30	25582
31	28365
32	31684
33	35378
34	38508
35	42443
36	47188
37	51340
38	57024
39	61705
4	3629
40	64984
41	69534
42	73875
43	76721
44	81476
45	85485
46	87493
47	90782
48	93556
49	93472
5	3829
50	95262
51	96247
52	95409
53	95495
54	94901
55	93615
56	92596
57	90627
58	87787
59	87215
6	4316
60	85010
61	82113
62	80434
63	77918
64	74075
65	71836
66	68832
67	66166
68	64063
69	61776
7	4086
70	58642
71	56323
72	52919
73	50237
74	47891
75	46004
76	42892
77	40591
78	38288
79	35678
8	4298
80	33715
81	31760
82	29186
83	26936
84	25429
85	22845
86	21185
87	20078
88	18186
89	16900
9	4545
90	15662
91	14533
92	13323
93	12571
94	11590
95	10758
96	10411
97	9658
98	9408
