/	124580
=	204820
7	110847
,	86113
2	94989
E	863525
1	282140
<	273051
J	3813663
>	258163
B	1017110
?	675246
H	2103786
&	244876
D	1596827
I	2352862
G	1436200
(	1284270
F	2309884
:	257207
*	532486
-	74810
C	3108895
0	191510
.	61849
@	1621496
;	366010
A	450928
6	128969
3	267397
#	49443235
9	157809
+	676888
8	229329
4	139440
)	1672620
'	901374
5	116610
