0	1508
1	387
2	259
3	219
4	177
5	134
6	127
7	98
8	103
9	114
10	91
11	105
12	114
13	130
14	132
15	124
16	115
17	112
18	129
19	117
20	116
21	129
22	128
23	131
24	134
25	136
26	129
27	140
28	207
29	176
30	229
31	229
32	251
33	290
34	272
35	261
36	257
37	314
38	272
39	288
40	308
41	319
42	302
43	314
44	303
45	325
46	326
47	342
48	394
49	457
50	526
51	567
52	570
53	528
54	566
55	538
56	567
57	577
58	498
59	581
60	545
61	550
62	575
63	617
64	635
65	616
66	631
67	634
68	618
69	606
70	702
71	699
72	726
73	761
74	844
75	951
