0	0.65215
1	0.1752
2	0.11745
3	0.1094
4	0.08555
5	0.082
6	0.0689
7	0.06875
8	0.0606
9	0.06545
10	0.0576
11	0.12825
12	0.05535
13	0.0622
14	0.05605
15	0.0625
16	0.0586
17	0.0584
18	0.06215
19	0.06015
20	0.06195
21	0.06585
22	0.06225
23	0.06435
24	0.06685
25	0.074
26	0.0797
27	0.07485
28	0.0767
29	0.07505
30	0.0813
31	0.0779
32	0.0845
33	0.08555
34	0.0863
35	0.10035
36	0.2687
37	0.66955
38	0.7835
39	2.2921
40	2.45475
41	2.4831
42	0.39575
43	0.3572
44	0.1246
45	0.1303
46	0.1203
47	0.1186
48	0.1298
49	0.134
50	0.13875
51	0.1656
52	0.16655
53	0.1702
54	0.17265
55	0.16665
56	0.16985
57	0.187
58	0.1866
59	0.1853
60	0.191
61	0.2016
62	0.1988
63	0.2099
64	0.22955
65	0.23425
66	0.24015
67	0.2521
68	0.2584
69	0.2692
70	0.28345
71	0.29135
72	0.30545
73	0.32405
74	0.32635
75	0.47915
